seed,anchor,rec,label
1341970,"Let \\(K=k(C)\\) be the function field of an algebraic curve \\(C\\) over an algebraically closed ground field \\(k\\). Let \\(\\Gamma/K\\) be a smooth projective curve of genus \\(g>0\\) with a \\(K\\)-rational point \\(O\\in\\Gamma(K)\\). There is a smooth projective algebraic surface \\(S\\) with genus \\(g\\) fibration \\(f:S\\to C\\) which has \\(\\Gamma\\) as its generic fibre and which is relatively minimal. Let \\(J/K\\) denote the Jacobian variety of \\(\\Gamma/K\\). Further let \\((\\tau,B)\\) be the \\(K/k\\)-trace of \\(J\\). The main purpose of the present paper is to give the Mordell-Weil group \\(J(K)/\\tau B(k)\\) (modulo torsion) the structure of Euclidean lattice via intersection theory on the algebraic surface \\(S\\).\n\nFor the entire collection see [Zbl 0913.00032].","There is one major difference between the extension of real analytic functions \(f: \mathbb{R}\rightarrow \mathbb{R}\) to \(\mathbb C\)-holomorphic functions and the extension of them to Clifford algebra \(Cl(n)\)-holomorphic functions. Whereas the extension to complex functions is uniquely determined via the uniqueness theorem of the Taylor expansion, the extension to \(Cl(n)\)- holomorphic functions is not. This paper studies the Fueter-Sce extension to \(Cl(n)\)- holomorphic functions, it proves that the recently discussed Appell polynomials in the Clifford algebra \(Cl(n)\), for odd numbers \(n\), are the Fueter-Sce extension of the complex monomials \(z^k\). Furthermore, it is shown for which complex functions the Fueter-Sce extension and the extension method using Appell polynomials coincide.",0
1579443,"The authors identify iterated function systems \\(\\Phi\\) on a metric space \\(X\\) and regular Borel measures \\(\\mu\\) such that the matrix subdivision process relative to a finite family \\(\\mathcal A\\) converges. They give a characterization of the convergence of the subdivision process to a function in \\(L_p(\\Omega,\\mu)\\) in terms of the spectral properties of \\(\\mathcal A\\). First, they give a description of subdivision schemes and the definition of convergence with observations on convergent subdivision schemes. Then, they define and discuss the concept of \\(\\mu\\)-uniformity of a family of contractions for any \\(\\mu\\)-measurable set. Finally, they prove that the subdivision scheme converges exponentially fast and its limit function enjoys HÃ¶lder regularity.","\textit{J. E. Fornæss} and \textit{N. Sibony} [Math. Ann. 301, No. 4, 813--820 (1995; Zbl 0829.58005)] proved that if \(f\) is a holomorphic self-map od \(\mathbb P^2\) of degree greater or equal than \(2\) and \(\Omega\) is a recurrent Fatou component of \(f\) then either (1) \(\Omega\) is a basin of attraction of some fixed point of \(f\) inside \(\Omega\) or (2) there exists a Riemann surface \(\Sigma\) (biholomorphic to a disc, or to a punctured disc or to an annulus) such that \(\{f^{\circ n}\}\) converges uniformly on compacta to \(\Sigma\) and \(f|_{\Sigma}\) is conjugated to an irrational rotation, or (3) \(\Omega\) is a Siegel domain. In this last case, the closure in the topology of uniform convergence on compacta \(\Gamma(f)\) of \(\{f^{\circ n}\}\) is isomorphic to \(\mathbb T^k \times F\), where \(k=1,2\) and \(F\) is a finite group.

In the paper under review, the authors prove that in cases (1) and (2) \(\Omega\) is completely hyperbolic (before it was known that \(\Omega\) is taut) while in case (3) when \(\Gamma(f)\simeq \mathbb T^2\times F\), they prove that \(\Omega\) is taut.

The idea of the proof in case (1) is particularly simple: every Cauchy sequence in the Kobayashi distance in \(\Omega\) can be mapped via \(f^{\circ N}\) for \(N\) sufficiently big into a compact Kobayashi ball centered at the fixed point of \(f\) in \(\Omega\), and being \(f\) proper, the sequence must be convergent. In case (2) a similar argument holds, using the fact that \(\Gamma(f)\) contains a holomorphic retraction from \(\Omega\) to \(\Sigma\). The proof of case (3) relies on a characterization of pseudoconvex domains which admit a \(2\)-torus action due to \textit{D. Barrett, E. Bedford} and \textit{J. Dadok} [Math. Z. 202, No. 1, 65--82 (1989; Zbl 0651.32007)].

The paper ends with a study of tautness for Fatou components of Hénon maps. The authors show that in case \(\Omega\) is a recurrent Fatou component for a (generalized) Hénon map and \(\Omega\) is either a basin of attraction or it has an attracting Riemann surface, then \(\Omega\) is ``taut on bounded families'', namely every bounded family of analytic discs in \(\Omega\) is normal. In case \(\Omega\) is a Siegel domain which admits a \(2\)-torus action, then \(\Omega\) is taut.",0
2105416,"Using a variation of Petri's analysis of the ideal of a canonical curve and GrÃ¶bner basis techniques,\n\\textit{K.-O. StÃ¶hr} [J. Reine Angew. Math. 441, 189--213; (1993; Zbl 0771.14009)] constructed \nthe moduli space of pointed Gorenstein curves \\((C,P)\\) with a prescribed gap sequence. He applied this method\nto the case of a symmetric Weierstrass semigroup (i.e., having last gap equal to \\(2g-1\\)) and gave an explicit construction by deforming an reduced irreducible singular canonical curve. Later \\textit{G. Oliveira} and \\textit{K.-O. StÃ¶hr} [Geom. Dedicata 6, 65--82 (1997; Zbl 0904.14018)] constructed the moduli space when the given Weierstrass semigroup is quasi-symmetric (i.e., having last gap equal to \\(2g-2\\)). \n\n\n In the paper under review, the author follows these lines to construct this moduli space when \\(P\\) has gap sequence \\(1,2,\\dots,g-2,\\lambda,2g-3\\), where \\(3g-5<2\\lambda<4g-8\\) and \\(g\\geq 6\\). In order to do this, a nonreduced reducible Gorenstein canonical curve is deformed. The algorithm is illustrated with the explicit computation of the moduli space for the gap sequence \\(1,2,3,4,7,9\\).","Fortsetzung der Diskussion aus Mind 42 (1933; F. d. M. \(59_{\text{I}}\), 55) über einige Grundbegriffe der Logistik, wie Funktionen, Variable, Konstanten, Kennzeichnungen, verschiedene Formen der Implikation, Unterschied zwischen Zeichen und Bezeichnetem. Obwohl einige Fehler, die \textit{H. W. B. Joseph} in seiner Argumentation unterlaufen sind, aufgeklärt werden, so ist doch eine derartige Diskussion zu einer relativen Unfruchtbarkeit verurteilt, solange sie nicht die syntaktische Sphäre erhoben wird. Da dies unterlassen wird - insbeseonder \textit{Joseph} präzisiert nie, über welche Sprache er spricht -, so entstehen unzählige müßige Scheinprobleme.",0
1629356,"Summary: We classify completely the surfaces of general type whose canonical map is 3-to-1 onto a surface of minimal degree in projective space. These surfaces fall into 5 distinct classes and we give explicit examples belonging to each of these classes. As far as we know, one of the examples thus constructed was unknown and it is a surface whose canonical system has two infinitely near base points.","Wenn um einen festen Punkt als Mittelpunkt ein veränderlicher Kreis beschrieben wird, der einen Mittelpunktskegelschnitt in vier Punkten schneidet, so liegen die Diagonalpunkte dieses vollständigen Vierecks auf einer gleichseitigen Hyperbel durch die Mittelpunkte von Kegelschnitt und Kreis, deren Asymptoten den Achsen des Kegelschnitts parallel sind. Die Fußpunkte der vier Normalen von dem Mittelpunkt des Kreises an den Kegelschnitt liegen auf dieser Hyperbel. Der Ort der Mittelpunkte der einem bestimmten unter diesen Vierecken umgeschriebenen Kegelschnitte ist dieselbe Hyperbel. Die Seiten der Diagonalpunktdreiecke der Vierecke umhüllen eine feste Parabel, die die Achsen des Kegelschnitts berührt. Diese Parabel berührt die Tangenten des Kegelschnitts in den Fußpunkten der vier Normalen. Die Parabel ist dieselbe für alle dem gegebenen Kegelschnitt konfokalen Kegelschnitte. Die Umkreise der Diagonalpunktdreiecke sind koaxial.",0
1303018,"In this summer school lecture, meant for non-experts, the author gives an as much as possible down to earth presentation of recent results related to heights. Given an algebraic number \\(\\alpha\\), let \\(h(\\alpha)\\) denote its absolute multiplicative Weil height, that is, if \\(\\alpha\\) has minimal polynomial \\(f(X)=a(X-\\alpha_1)\\cdots (X-\\alpha_d)\\in{\\mathbb{Z}}[X]\\) with coefficients having gcd \\(1\\), then \\(h(\\alpha)={1\\over d}\\log (| a| \\prod_{i=1}^d\\max (1,| \\alpha_i|))\\). \n\n\nThe author starts from scratch with basic facts about absolute values and heights, then proves a basic version of Siegel's lemma, discusses Lehmer's conjecture that for \\(\\alpha\\) not equal to a root of unity one has \\(h(\\alpha)>c_1/d\\) for some absolute constant \\(c_1>0\\) and proves Dobrowolski's result that \\(h(\\alpha)>(c_2/d)(\\log\\log d/\\log d)^3\\) for some constant \\(c_2>0\\). More generally, for a point \\({\\mathbf a}=(\\alpha_1,\\ldots ,\\alpha_n)\\) in \\({\\mathbb{G}}_m^n(\\overline{\\mathbb{Q}})=(\\overline{\\mathbb{Q}}^*)^n\\) one defines \\(h_s({\\mathbf a})=\\sum_{i=1}^n h(\\alpha_i)\\).\n\n\nThe author discusses S. Zhang's result that an algebraic point lying on a curve in \\({\\mathbb{G}}_m^n\\) have \\(h_s\\)-height bounded below by a positive constant (whatever its field of definition) and goes into improvements and extensions, by Beukers and Zagier and by himself. In particular, the author gives in the most general situation, for any arbitrary subvariety of \\({\\mathbb{G}}_m^n\\) defined over \\(\\overline{\\mathbb{Q}}\\) an explicit lower bound in terms of that variety for the height of an algebraic point lying on that variety.\n\nFor the entire collection see [Zbl 0905.00051].","Define the absolute logarithmic height of a non-zero algebraic number \\(x\\) of degree \\(r\\) by \n\\[\nh(x)= {1\\over r}\\log\\Biggl(|a_0|\\prod^r_{i=1}\\max (1,|x^{(i)}|)\\Biggr),\n\\]\n where \\(a_0\\prod^r_{i=1} (X-x^{(i)})\\) is the minimal polynomial of \\(x\\) in \\(\\mathbb{Z}[X]\\). Using techniques from Arakelov theory, \\textit{S. Zhang} [Ann. Math., II. Ser. 136, 569-587 (1992; Zbl 0788.14017)] showed that if \\(x\\), \\(y\\) are algebraic numbers, not equal to 0 or a cube root of unity, with \\(x+y+1=0\\), then \\(\\max(h(x),h(y))\\geq c\\), where \\(c>0\\) is an absolute constant. Later, \\textit{D. Zagier} [Math. Comput. 61, 485-491 (1993; Zbl 0786.11063)] gave an elementary proof of this fact. In the present paper, the author generalizes this as follows, also with an elementary proof:\n\n\nLet \\(F(X_1,\\dots,X_n)\\in\\mathbb{Z}[X_1,\\dots,X_n]\\) be a non-zero polynomial of total degree \\(f\\) and coefficients with absolute values at most \\(H\\). Then if \\(x_1,\\dots,x_n\\) are non-zero algebraic numbers with \\(F(x_1,\\dots,x_n)=0\\), \\(F(x^{-1}_1,\\dots,x^{-1}_n)\\neq 0\\), then \n\\[\n\\sum^n_{i=1} h(x_i)\\geq 2^{-4f-2n}H^{-1}.\n\\]\n Independently, \\textit{F. Beukers} and \\textit{D. Zagier} [Preprint 943, Univ. Utrecht] obtained a similar result.\n\n\nAs an application, the author estimates the number of points of bounded height lying on an algebraic plane curve and with coordinates belonging to a given multiplicative group of finite rank. Let \\(P(X,Y)\\in C[X,Y]\\) be a polynomial not divisible by \\(X\\) or \\(Y\\). Letting \\(a\\), \\(b\\) denote the degrees of \\(P\\) in \\(X\\), \\(Y\\), respectively, one defines \\(\\widetilde P(X,Y)= X^aY^bP(X^{-1},Y^{-1})\\). The polynomial \\(P\\) is called reflexive if in \\(P\\) and \\(\\widetilde P\\) the same monomials occur; i.e., for some finite set \\(M\\) we have \\(P=\\sum_{(i,j)\\in M}u_{ij}X^iY^j\\), \\(\\widetilde P=\\sum_{(i,j)\\in M}\\widetilde u_{ij}X^iY^j\\) with \\(u_{ij}\\neq 0\\), \\(\\widetilde u_{ij}\\neq 0\\). Now suppose that \\(P\\) is irreducible in \\(C[X,Y]\\) and not reflexive, that \\(P\\) has total degree \\(p\\) and that there are precisely \\(m\\) monomials occurring in \\(P\\). Further, let \\(\\Gamma\\) be a subgroup of rank \\(r\\) of \\((\\overline Q^\\times)^2\\). Then \\(P\\) has at most \\((2^{9pm})^{r+1}C^r\\) zeros \\((x,y)\\) with \\((x,y)\\in\\Gamma\\) and \\(h(x)+ h(y)\\leq C\\).",1
1341970,"Let \\(K=k(C)\\) be the function field of an algebraic curve \\(C\\) over an algebraically closed ground field \\(k\\). Let \\(\\Gamma/K\\) be a smooth projective curve of genus \\(g>0\\) with a \\(K\\)-rational point \\(O\\in\\Gamma(K)\\). There is a smooth projective algebraic surface \\(S\\) with genus \\(g\\) fibration \\(f:S\\to C\\) which has \\(\\Gamma\\) as its generic fibre and which is relatively minimal. Let \\(J/K\\) denote the Jacobian variety of \\(\\Gamma/K\\). Further let \\((\\tau,B)\\) be the \\(K/k\\)-trace of \\(J\\). The main purpose of the present paper is to give the Mordell-Weil group \\(J(K)/\\tau B(k)\\) (modulo torsion) the structure of Euclidean lattice via intersection theory on the algebraic surface \\(S\\).\n\nFor the entire collection see [Zbl 0913.00032].","Let \\(\\mathcal{A}\\) be an isotrivial abelian variety over the function field \\(\\mathbb{C}(x,y)\\), \\(\\pi : \\mathcal{A}\\rightarrow\\mathbb{P}^2\\) be a non-singular projective model of \\(\\mathcal{A}\\), and \\(A\\) be its generic fiber. Let \\(\\Delta\\subset\\mathbb{P}^2\\) be the discriminant of \\(\\pi\\). In the present paper the author shows that the Mordell-Weil rank of \\(\\mathcal{A}\\) depends, besides the type of the generic fiber, the degree and the local type of singularities of \\(\\Delta\\), on the dimensions of certain linear systems of curves determined by the local type of singularities of the latter. One of the main results is formulated as follows. Let \\(G\\subset \\mathrm{Aut} A\\) be the holonomy group of \\(\\mathcal{A}\\). Assume that:\n\n(a) \\(G\\) is a cyclic group of order \\(d\\) acting on \\(A\\) without fixed subvarieties of a positive dimension,\n\n(b) the singularities of \\(\\Delta\\) have CM type and \\(\\Delta\\) is irreducible,\n\n (c) \\(A\\) is a simple abelian variety with complex multiplication by \\(\\mathbb{Q}(\\zeta_d)\\).\n\n Then one has \\(\\mathrm{rk}\\mathcal{A}(\\mathbb{C}(x,y))\\leq s\\cdot\\phi(d)\\), where \\(s\\) is the multiplicity of the cyclotomic polynomial of degree \\(d\\) in the Alexander polynomial of \\(\\pi_1(\\mathcal{P}^2-\\Delta)\\).\n\n As a concrete example, he shows that for the Jacobian of the curve \\(\\mathcal{C}\\) over \\(\\mathbb{C}(x,y)\\) given in \\((u, v)\\)-plane by the equation \\(u^p=v^2+(x^p+y^p)^2+(y^2+1)^p\\), one has \\(\\mathrm{rk} J(\\mathcal{C})(\\mathbb{C}(x,y))=p-1\\).",1
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).","Die Gleichung der Wärmeleitung
\[
 \frac{\partial\varTheta}{\partial t}a\frac{\partial^2\varTheta}{\partial x^2}=\frac a\lambda f(x,t)
\]
 mit den Bedingungen
\[
 \varTheta=0 \;\text{für} \;t=0, \;\frac{\partial \varTheta}{\partial x}=0 \;\text{für} \;\;x=0
\]
 wird durch Quadraturen gelöst. Im Fall \(f(x,t)=\dfrac P{\xi(t)}\) für \(0 < x < \xi(t)\), \(f(x,t) = 0\) für \(x>\xi(t)\), wo \(\xi(t)\) monoton ist, liefert die Bedingung \([\varTheta]_{x=\xi(t)-\delta}=\varTheta_\mu\) (\(\delta\) und \(\varTheta_\mu\) konstant) eine nichtlineare Integralgleichung für \(\xi(t)\).",0
1664684,"Summary: We summarise the brane solutions (instantons, black holes and strings) in 4 dimensions when embedded in \\(N=2\\) supergravity. Like in 10 dimensions these solutions are related by duality transformations \\((T\\)-duality, \\(c\\)-map). For the case that the graviphoton has no magnetic charge, we discuss the conformal field theory description of the near-horizon geometry. The decoupling of the massless modes in the matrix limit of the M-theory compactified on a Calabi-Yau threefold is discussed.\n\nFor the entire collection see [Zbl 0921.00041].","In this note we show that \(\gamma\)-sets of reals are \(\sigma\)-porous and there exists a family of cardinality of the continuum of disjoint non- \(\sigma\)-porous perfect sets.


[A family \({\mathcal A}\) of open subsets of \(X\subseteq {\mathbb{R}}\) is an \(\omega\)-cover of X iff every finite subset of X is contained in an element of \({\mathcal A}\). A space X has the \(\gamma\)-property (X is a \(\gamma\)-set) iff for every \(\omega\)-cover \({\mathcal A}\) of X there exists a family \(\{D_ m:\) \(m\in \omega \}\subseteq {\mathcal A}\) such that \(X\subseteq \cup_{k}\cap_{m\geq k}D_ m.]\)",0
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","Continuing previous work of the authors' it is shown in the present paper that the first Betti number of a closed orientable hyperbolic 3-manifold of minimal volume is at most two.


We recall that a torsion free Kleinian group \(\Gamma\) is called topologically tame if the corresponding 3-manifold \(M= \mathbb{H}^3/\Gamma\) is the interior of a compact manifold (so the ends of \(M\) are of the form (surface \(\times\) open interval)); it is conjectured that every torsion free Kleinian group is topologically tame. In the present paper the authors prove that if \(M= \mathbb{H}^3/\Gamma\) is a closed orientable hyperbolic 3-manifold such that every 2-generator subgroup of \(\Gamma=\pi_1M\) is topologically tame and of infinite index then the volume of \(M\) exceeds 0.94689 and hence is larger than the volume 0.94270... of the hyperbolic 3-manifold of smallest known volume (obtained by \((-5/1, -5/2)\) Dehn surgery on the two components of the Whitehead link). This improves a bound in a previous paper which was below the above smallest known volume; in the same paper the authors proved also that the above hypothesis on the 2-generator subgroups is fulfilled if the first Betti number of \(M\) is at least three. It follows that the fundamental group of a hyperbolic 3-manifold \(M\) of minimal volume either has a 2-generator subgroup of finite index or a 2-generator subgroup which is not topologically tame, and that the first Betti number of \(M\) is at most two. A detailed exposition of the methods is given in the introduction of the paper.",0
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","Die \textit{Blaschke-Müller}sche Gleichung (vgl. das Ref. auf S. 1070) wird als identisch mit der \textit{Hamilton}schen Gleichung für das unendlich dünne Strahlenbündel erkannt, das von den Normalen der Fläche in der Umgebung eines Flächenpunktes gebildet wird. -- Hierzu wird folgender Hilfssatz (von dem noch weitere Anwendungen gemacht werden) bewiesen: Wenn sich eine Ebene \(\varepsilon\) und eine in ihr enthaltene Gerade \(G\) bilde mit Freiheit ersten Grades stetig bewegen, so ist der Schnittpunkt von \(G\) mit der Schnittlinie von \(\varepsilon\) und einer Nachbarlage \(\varepsilon_1\) der Berührpunkt von \(\varepsilon\) mit der Bahnfläche von \(G\).",0
1262405,"From the text: ``In his article [Stud. Adv. Math. 9, 121-160 (1998; Zbl 0904.58009)] in this volume's precursor, \\textit{E. Witten} proposed, as a possible approach to constructing a mirror map, a certain extended moduli space \\({\\mathcal N}\\), a thickening of the usual moduli space \\({\\mathcal M}\\) of complex structures on a Calabi-Yau manifold \\(X\\). Witten's proposal for \\({\\mathcal N}\\) is couched in terms of conformal field theory on \\(X\\), and it is not immediately obvious to the author to what extent it is or can be made rigorous. In any case, it appears to be an intriguing problem of pure deformation theory to construct Witten's extended moduli space directly in terms of ordinary complex geometry, making no appeal to physics.\n\n\nThe purpose of this note is to describe a type of generalized or `exotic' deformation of complex structure on a Calabi-Yau manifold \\(X\\). Our construction shares with Witten's the property that the set of first-order deformations coincides with the total DeRham cohomology \\(\\bigoplus H^i(X)\\), with the classical deformations embedded as \\(H^{1,n-1}(X)\\); but the author's incompetence in physical matters precludes any further comment here as to any real connection between the two constructions.\n\n\nWe describe a kind of deformation of the anti-DeRham algebra on a Calabi-Yau manifold \\(X\\). These deformations are in 1-1 correspondence with the total cohomology \\(\\bigoplus H^i(X,\\mathbb{C})\\)''.\n\nFor the entire collection see [Zbl 0905.00079].","The authors study a three-unit network of neural cells with delayed coupling
\[
\dot x_i(t)=-x_i(t)+\sum_{j=1}^3 a_{ij}\beta \tanh(x_j(t-\tau)), \quad i=1,2,3.
\]
 They derive a general formula for the bifurcation direction (criticality) of the Hopf bifurcation and an asymptotic estimate on the period of the emanating periodic solution.",0
1303018,"In this summer school lecture, meant for non-experts, the author gives an as much as possible down to earth presentation of recent results related to heights. Given an algebraic number \\(\\alpha\\), let \\(h(\\alpha)\\) denote its absolute multiplicative Weil height, that is, if \\(\\alpha\\) has minimal polynomial \\(f(X)=a(X-\\alpha_1)\\cdots (X-\\alpha_d)\\in{\\mathbb{Z}}[X]\\) with coefficients having gcd \\(1\\), then \\(h(\\alpha)={1\\over d}\\log (| a| \\prod_{i=1}^d\\max (1,| \\alpha_i|))\\). \n\n\nThe author starts from scratch with basic facts about absolute values and heights, then proves a basic version of Siegel's lemma, discusses Lehmer's conjecture that for \\(\\alpha\\) not equal to a root of unity one has \\(h(\\alpha)>c_1/d\\) for some absolute constant \\(c_1>0\\) and proves Dobrowolski's result that \\(h(\\alpha)>(c_2/d)(\\log\\log d/\\log d)^3\\) for some constant \\(c_2>0\\). More generally, for a point \\({\\mathbf a}=(\\alpha_1,\\ldots ,\\alpha_n)\\) in \\({\\mathbb{G}}_m^n(\\overline{\\mathbb{Q}})=(\\overline{\\mathbb{Q}}^*)^n\\) one defines \\(h_s({\\mathbf a})=\\sum_{i=1}^n h(\\alpha_i)\\).\n\n\nThe author discusses S. Zhang's result that an algebraic point lying on a curve in \\({\\mathbb{G}}_m^n\\) have \\(h_s\\)-height bounded below by a positive constant (whatever its field of definition) and goes into improvements and extensions, by Beukers and Zagier and by himself. In particular, the author gives in the most general situation, for any arbitrary subvariety of \\({\\mathbb{G}}_m^n\\) defined over \\(\\overline{\\mathbb{Q}}\\) an explicit lower bound in terms of that variety for the height of an algebraic point lying on that variety.\n\nFor the entire collection see [Zbl 0905.00051].","The existence of hybrid triple systems of order \(v\) with a specified number of cyclic triples and the remainder as transitive triples, admitting a cyclic group of order \(v\) is settled. The analogous existence result when the automorphism fixes one point and acts in a \((v-1)\)-cycle (i.e., the rotational case), is also settled.",0
1591097,"A real algebraic curve \\((X, \\sigma)\\) is a smooth irreducible projective curve \\(X\\) of genus \\(g\\) together with an anti-conformal involution \\(\\sigma\\). The real automorphism group \\(\\text{Aut}( X, \\sigma)\\) of \\(X\\) consists of those conformal automorphisms from \\(\\text{Aut}(X)\\) which commute with \\(\\sigma\\). The author fully classifies all groups which can be obtained as real automorphism groups of genus 2 surfaces.","In der Einleitung werden die verschiedenen Theorien des Erddrucks gegen Stützmauern, die der Verf. in drei Gruppen teilt, kurz skizziert. Die aus diesen Theorien gezogenen graphischen Methoden zur Ermittelung des Erddrucks werden auf mehrere Beispiele angewandt, in denen vier verschiedene Neigungen der oberen ebenen Grenzfläche der Erdmasse und zwei Lagen der Stützmauer angenommen werden. Die Ergebnisse der Untersuchung sind: 1. Die alte Theorie von \textit{Coulomb} und \textit{Poncelet} und die Theorie von \textit{Rebhann} beruhen zwar dem Anscheine nach auf verschiedenen Prinzipien, verschmelzen aber zu einem einzigen Verfahren und führen zu denselben Resultaten, sobald für den Winkel \(\nu\) (des Erddrucks gegen die Normale zur Stützmauer) dieselben Werte genommen werden. Dies ist die ``gewöhnliche Theorie des Erddrucks''. 2. Außer den gleichwertigen Konstruktionen von \textit{Poncelet} und \textit{Müller-Breslau} zur Bestimmung des Keils größten Drucks oder der Ebene leichtester Gleitung kann man eine entsprechende Konstruktion gebrauchen, die an der Richtungsgeraden auszuführen ist und Zeichenebene fallen. 3. Wenn die Stützfläche vertikal ist und der Winkel \(\nu=\varepsilon\) genommen wird (\(\varepsilon\overset{=}>\varphi\), \(\varphi\) der Reibungswinkel von Erde gegen Erde), so führen die gewöhnliche Theorie und die mathematische Theorie zu demselben Resultate. 4. Dasselbe findet statt für \(\varepsilon=\varphi\). 5. Ein anderes halb empirisches Verfahren liefert eine Lösung, die zwischen derjenigen der mathematischen Theorie und derjenigen der gewöhnlichen Theorie liegt.",0
1619869,"Summary: Let \\(G\\) be a finite cyclic subgroup of \\(GL(2, \\mathbb{C})\\) of order \\(n\\) which contains no reflections. Let \\(\\mathbb{A}^2\\) be the complex affine plane. We consider a certain subscheme \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) of \\(\\text{Hilb}^n(\\mathbb{A}^2)\\) consisting of \\(G\\)-invariant zero-dimensional subschemes of length \\(n\\). We describe the structure of \\(\\text{Hilb}^G (\\mathbb{A}^2)\\) and prove this is the minimal resolution of the quotient surface singularity \\(\\mathbb{A}^2/G\\).","The McKay correspondence establishes a bijection between non-trivial irreducible representations of a finite subgroup \\(\\Gamma\\) of \\(\\text{SL}(2,\\mathbb{C})\\) and irreducible components of the exceptional divisor of the minimal resolution of the quotient surface singularity \\(X_\\Gamma:= \\mathbb{C}^2/\\Gamma\\). This was discovered by J. McKay around 1980, using a rather formal approach. There was much subsequent work trying to give a more geometric description of the procedure. Among others, there were relevant contributions of Gonzalez-Springerg, Verdier, Esnault, Artin, working with suitable auxiliary reflexive sheaves. Later ItÃ´ and Nakamura used certain Hilbert schemes of zero-dimensional subschemes of the plane and Kapranov and Vasserot introduced suitable derived categories to describe the correspondence. Also attempts were made to generalize the theory. For instance, Riemenschneider conjectured that a similar correspondence could be obtained by using certain finite subgroups of \\(\\text{GL}(2,\\mathbb{C})\\) (namely, the small ones, i.e. those freely acting on \\(\\mathbb{C}^2-(0, 0)\\)) and certain representations thereof (the so-called special ones). The conjecture was proved by \\textit{A. Ishii} [J. Reine Angew. Math. 549, 221--233 (2002; Zbl 1057.14057)], using Hilbert schemes and derived categories techniques.\n\n In the present article, the author reviews these and other developments and shows that for a cyclic quotient singularity Ishii's theorem can be proved relatively easily [by using results of \\textit{R. Kidoh}, Hokkaido Math. J. 30, No. 1, 91--103 (2001; Zbl 1015.14004)]. The author also presents a theorem giving several equivalent characterizations of the notion of special representation. These results had been obtained by the author several years ago, but had not been presented in a mathematical journal before.\n\n The author also proposes a problem, namely to describe the deformation theory of \\(X_\\Gamma\\) in terms of representations of \\(\\Gamma\\). He announces some partial results in this direction.",1
1341964,"zbMATH_ID
1341964    The article consists of two parts. In the firs...
1341964    The article consists of two parts. In the firs...
Name: text, dtype: object","\textit{W. Ebeling} [Kodai Math. J. 29, No. 3, 319--336 (2006; Zbl 1133.14035)] introduced a notion of ``coupling'' for weight systems and determined a list of coupling pairs for the 95 weight systems of simple K3 hypersurface singularities classified by \textit{T. Yonemura} [Tohoku Math. J. (2) 42, No. 3, 351--380 (1990; Zbl 0733.14017)]. In the present paper the author checks case by case which coupling pairs are also connected by a ``polytope duality'' defined in the introduction.",0
2105416,"Using a variation of Petri's analysis of the ideal of a canonical curve and GrÃ¶bner basis techniques,\n\\textit{K.-O. StÃ¶hr} [J. Reine Angew. Math. 441, 189--213; (1993; Zbl 0771.14009)] constructed \nthe moduli space of pointed Gorenstein curves \\((C,P)\\) with a prescribed gap sequence. He applied this method\nto the case of a symmetric Weierstrass semigroup (i.e., having last gap equal to \\(2g-1\\)) and gave an explicit construction by deforming an reduced irreducible singular canonical curve. Later \\textit{G. Oliveira} and \\textit{K.-O. StÃ¶hr} [Geom. Dedicata 6, 65--82 (1997; Zbl 0904.14018)] constructed the moduli space when the given Weierstrass semigroup is quasi-symmetric (i.e., having last gap equal to \\(2g-2\\)). \n\n\n In the paper under review, the author follows these lines to construct this moduli space when \\(P\\) has gap sequence \\(1,2,\\dots,g-2,\\lambda,2g-3\\), where \\(3g-5<2\\lambda<4g-8\\) and \\(g\\geq 6\\). In order to do this, a nonreduced reducible Gorenstein canonical curve is deformed. The algorithm is illustrated with the explicit computation of the moduli space for the gap sequence \\(1,2,3,4,7,9\\).","A birational map of the projective plane is called a Cremona transformation. If it preserves a pencil of lines, it is callled de JonquiÃ¨res. The authors prove that \\(F\\) is a Cremona transformation which fixes point-wise an irreducible curve of genus \\(>1\\), then either \\(F\\) is conjugate (in the Cremona group) to a de JonquiÃ¨res transformation or it is of order 2 or 3. A slightly weaker version was proved by \\textit{G. Castelnuovo} [Rom. Acc. L. Rend. (5) I, No. 1, 47--50 (1892; JFM 24.0577.03); or see \\textit{J. L. Coolidge}, A treatise on algebraic plane curves, Dover (1959; Zbl 0085.36403)].",1
